ID	feature	learn
0	0.165915966034	0.00205206871033
0	0.171271800995	0.000594139099121
0	0.176362037659	0.000608921051025
0	0.181066036224	0.00062894821167
0	0.186186075211	0.000619888305664
0	0.191097021103	0.000603914260864
0	0.196614980698	0.000598192214966
0	0.202219009399	0.000608205795288
0	0.208092212677	0.000624895095825
0	0.213621854782	0.00108098983765
0	0.218916893005	0.000627994537354
0	0.2250020504	0.000600099563599
0	0.230632066727	0.000617980957031
0	0.236660957336	0.000623941421509
0	0.243058919907	0.000617027282715
0	0.249144077301	0.000631093978882
0	0.255528926849	0.000637054443359
0	0.261901140213	0.00105810165405
0	0.268648862839	0.000636100769043
0	0.275301933289	0.000633001327515
0	0.282180786133	0.000631809234619
0	0.288897037506	0.000633955001831
0	0.296370983124	0.000640869140625
0	0.303270101547	0.000632047653198
0	0.310689926147	0.00115299224854
0	0.318990945816	0.000693082809448
0	0.325677871704	0.000703811645508
0	0.333399057388	0.000704050064087
0	0.340872049332	0.000712156295776
0	0.348761081696	0.000735998153687
0	0.356765985489	0.000744104385376
0	0.365427017212	0.000738143920898
0	0.373594045639	0.000726938247681
0	0.381932020187	0.000710010528564
0	0.390837907791	0.00116610527039
0	0.402477025986	0.000864028930664
0	0.412619113922	0.00068998336792
0	0.415996074677	0.000699996948242
0	0.424100875854	0.000691175460815
0	0.43288397789	0.000691890716553
0	0.44217300415	0.000711917877197
0	0.451781988144	0.000694990158081
0	0.461132049561	0.000697135925293
0	0.470882892609	0.000703096389771
0	0.480370044708	0.000699996948242
0	0.490237951279	0.000699996948242
0	0.500202178955	0.000701904296875
0	0.511852025986	0.00106596946716
0	0.522133827209	0.000709056854248
0	0.532540082932	0.000725030899048
0	0.543104171753	0.000720977783203
0	0.553056001663	0.000720024108887
0	0.564243078232	0.00072193145752
0	0.575872898102	0.000735998153687
0	0.586796998978	0.000783920288086
0	0.598508834839	0.000724077224731
0	0.609681129456	0.000737905502319
0	0.62127995491	0.000741958618164
0	0.662157058716	0.000751972198486
0	0.64567899704	0.00074291229248
0	0.655461072922	0.000741958618164
0	0.667537927628	0.000743865966797
0	0.679923057556	0.000749826431274
0	0.69246006012	0.00108909606934
0	0.70507311821	0.000754833221436
0	0.716883897781	0.00078296661377
0	0.734071969986	0.000787019729614
0	0.742969036102	0.000785112380981
0	0.756469011307	0.000787973403931
0	0.769290924072	0.000800132751465
0	0.782806873322	0.000799179077148
0	0.796378850937	0.000792980194092
0	0.810035943985	0.000798940658569
0	0.823615074158	0.000799894332886
0	0.83752989769	0.000810146331787
0	0.851811885834	0.000800848007202
0	0.867037057877	0.000802993774414
0	0.880956888199	0.000838041305542
0	0.89590382576	0.000839948654175
0	0.910926103592	0.00082802772522
0	0.92560505867	0.000828981399536
0	0.941153049469	0.000866889953613
0	0.956837892532	0.000868082046509
0	0.972942829132	0.0012218952179
0	0.988740205765	0.000890970230103
0	1.00549602509	0.000881195068359
0	1.02011394501	0.000908136367798
0	1.03644299507	0.000907182693481
0	1.05268907547	0.000921010971069
0	1.06958794594	0.000890970230103
0	1.08658385277	0.00088906288147
0	1.10376405716	0.00087308883667
0	1.12011790276	0.000882148742676
0	1.13744211197	0.000897884368896
0	1.15471887589	0.000882863998413
0	1.17249298096	0.000891923904419
0	1.18998908997	0.000855922698975
0	1.20843100548	0.000859022140503
0	1.22662401199	0.000887870788574
0	1.24447011948	0.000884056091309
0	1.26325511932	0.000865936279297
0	1.27998495102	0.000878095626831
0	1.29924297333	0.000879049301147
0	1.31833910942	0.000884056091309
0	1.33739709854	0.000874996185303
0	1.35657215118	0.000893831253052
0	1.37638998032	0.000910043716431
0	1.39710187912	0.00123500823975
0	1.41565203667	0.000887155532837
0	1.43610095978	0.00088906288147
0	1.45856714249	0.000924825668335
0	1.4769589901	0.000931024551392
0	1.49782800674	0.001051902771
0	1.5184481144	0.000979900360107
0	1.53976488113	0.00103497505188
0	1.5613090992	0.000970840454102
0	1.5828230381	0.000972032546997
0	1.60435676575	0.000967979431152
0	1.62656807899	0.000971078872681
0	1.64820289612	0.000971078872681
0	1.67097902298	0.00096607208252
0	1.69419503212	0.000962018966675
0	1.7159280777	0.00107383728027
0	1.73956608772	0.0010290145874
0	1.76241517067	0.00114798545837
0	1.7850291729	0.00113391876221
0	1.80967497826	0.00109601020813
0	1.83403706551	0.000978946685791
0	1.85690689087	0.000998973846436
0	1.88142991066	0.000960826873779
0	1.90603303909	0.00106906890869
0	1.92925190926	0.00102806091309
0	1.95374202728	0.00102114677429
0	1.97972393036	0.00105810165405
0	2.0067691803	0.00103092193604
0	2.03095197678	0.00141191482544
0	2.05591487885	0.00106620788574
0	2.08231210709	0.00107097625732
0	2.1087911129	0.00107002258301
0	2.1345179081	0.00107002258301
0	2.16049599648	0.00108098983765
0	2.18885397911	0.00110220909119
0	2.21920013428	0.00114607810974
0	2.24790596962	0.00118207931519
0	2.27213096619	0.00112318992615
0	2.30267500877	0.00112295150757
0	2.32661581039	0.00112390518188
0	2.35728502274	0.00112795829773
0	2.38785886765	0.00113606452942
0	2.41670012474	0.00114393234253
0	2.44372105598	0.00114893913269
0	2.47627782822	0.00114297866821
0	2.5020468235	0.00114679336548
0	2.52856612206	0.00115895271301
0	2.5601401329	0.0011510848999
0	2.58580684662	0.00115585327148
0	2.61528611183	0.00120902061462
0	2.64627218246	0.00113701820374
0	2.67759203911	0.00107312202454
0	2.70831894875	0.00107622146606
0	2.7398891449	0.0012629032135
